review_id,product_id,review_rating,review_title,review_body,ft_type_100,tokens,gpt,llama,ft_gpt_100,ft_llama_100,ft_bert_adam_100,ft_bert_adamw_100,ft_bert_sgd_100,ft_roberta_adam_100,ft_roberta_adamw_100,ft_roberta_sgd_100,ft_type_50,ft_gpt_50,ft_llama_50,ft_bert_adam_50,ft_bert_adamw_50,ft_bert_sgd_50,ft_roberta_adam_50,ft_roberta_adamw_50,ft_roberta_sgd_50
3187,137,1,typically wayoff size,as usual chinese sizing is way off and without any clue being that i usually size up from a medium jacket to layer this jacket was poorly organized in such a way that the sleeves had to be rolled up twice and the zipper didnt even close over my small bust and frame gave the comical thing to my 16 year old niece who didnt mind the clownish long sleeves though was able to barely close the jacket around her own slim body dont know whats up with all those positive reviews but will never buy any amazon essential clothing again,test,108,1,1,1,1,2,2,5,1,1,5,test,1,1,2,2,2,2,1,2
3192,137,2,says it is machine washable it is not no puff left in the puffer,was really happy with this jacket at first followed directions and washed in the machine on a gentle cold cycle hung it dry but there is zero puff left in any of the pockets on the jacket tried running it in a no heat dry to fluff it back up no dice really bummed out that the return window is past cause a puffer coat with no puff is not very attractive the jacket is still warm but extremely disappointed in this am generally happy with amazon brand purchases if you do buy it do not plan on washing it unless you want to add it to the landfill,test,128,1,1,2,1,2,2,5,2,3,5,test,2,1,2,2,2,3,1,2
3206,137,5,packs stores small and travels well,i live in the tropics and dont keep a coat hanging in my closet i purchased this last year to wear while traveling to a cold location in the winter it was fine for the 3440 f deg weather i experienced when there i wore it over two lighter weight layered shirts i love that i can store it in a smalltight state when i am not using it i am 54150 and ordered a medium which was a perfect fit that still allowed movement through the shoulders and elsewhere when zipped,test,106,4,5,5,5,5,5,5,5,5,5,test,5,5,4,4,2,5,5,2
3226,138,3,they were too tight on your anklele,they were too tight around the ankle,test,15,2,2,2,2,2,2,5,2,3,5,test,2,2,2,2,2,2,1,2
3232,138,5,best socks ever,i would recommend ordering up if you are between sizes,test,13,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
3262,140,3,not a fan of this material weight or elasticity,im a womens size 85 shoe this sock was not in stock in size 69 so i got the 812 size even though i fall within either size range when i tried these on the heel portion of the sock was up to the back of my ankle when i tried to adjust for that thinking i pulled them up too far the toe was now falling off there isnt much elasticity to these socks nor are they very tightly woven i debated washing them to see how they might come out but i know this wouldnt help all of my issues with these socks so ive decided to return them,test,124,2,2,2,2,2,2,5,2,3,5,test,2,2,1,2,2,2,1,2
3290,141,2,cute but each pair is a different size,each color fits differently,test,13,2,3,3,3,3,3,5,3,3,5,test,3,3,4,3,2,3,4,2
3297,141,4,surprisingly comfortable,kinda like the old school gap breathe hipsters but cuter,test,15,4,4,4,4,4,4,5,4,3,5,test,4,4,4,4,2,5,5,2
3312,142,2,fit is funny not good on my shortplump build,i am happy with the quality and the price the jegging looks great but the fit is not working with my body i tried to wear them and while riding in the car they seemed to slide down my rearend then as i was climbing stairs they were sliding down my booty againthey are not too big they are not loose if they had belt loops i could work with that to try and keep them in place in the hour that i tried to make do with them i spent most of my time pulling them up to stay over my rumpalso i would really love it if jegging makers would realize that women need pockets tooof note im short and plump other body stylessizes may really fall in love with these jeggings they are a great buy in terms of quality and price just didnt work for me,test,172,3,3,3,3,3,3,5,2,3,5,test,3,3,3,2,2,3,2,2
3332,142,5,great fit,the fit is near perfect and the price was affordable,test,12,5,5,5,5,5,5,5,5,4,5,test,5,5,5,5,2,5,5,2
3346,143,2,lose threads,my daughter pulled a loose thread and the sock came apart,test,13,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,2,1,2
3350,143,3,do not pay too much for these socks,these are mostly satisfactory they are soft but i have a couple of places that the seems irritate my sensitive skin i paid about 7 for the pack now a couple of weeks later the price has risen to almost 20pack i bought them for wearing around the house mostly and the reasonable price i would not be at all happy with the funky colors and quality at the new price i also saw the price go as low as 5pack within days of my original purchase so id suggest if you can wait and watch the prices until reasonable again,test,115,3,3,3,3,3,2,5,3,3,5,test,3,3,3,3,2,3,4,2
3365,144,2,you get what you pay for,the pictures and the majority of reviews were very favorable i was wondering if the sweater was too good to be true but decided to take a chance it was too good to be true took it on a trip wore it once with a dress loved the look but by the end of the day the sweater was pilling all over making it unwearable great buttons though such a shame i was quite pleased when it arrived thinking this is a steal but instead i got taken in the end if you want quality and something which will last more than one wear this sweater is not for you i have made many amazon purchases over the years and this is my first disappointment,test,133,2,1,2,1,1,1,5,1,3,5,test,2,1,3,1,2,2,1,2
3378,144,4,great fall sweater,great fall sweater i love the neutral color,test,11,4,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
3394,145,2,slip hazard,i bought these for trip to egypt because they would be quick to slip on and off in the airport and would be good for desert activities plus they were cheaper than toms the tread on the bottom of the shoes wore off within the first one to two days and i quickly found myself slipping on anything that was not a rough surface i actually fell down a small set of stone stairs after my foot slipped in these and im pretty sure i bruised my tail bone they were not worth the space in my luggage bag so i trashed them before coming back,test,113,1,2,1,2,1,1,5,1,1,5,test,1,2,1,1,2,2,1,2
3398,145,3,they are skechers,they are ok they run larger i will probably not buy them again,test,17,3,3,3,3,2,3,5,3,3,5,test,3,3,2,2,2,3,3,2
3422,146,2,ankle strap uncomfortable,the ankle strap rubbed on my skin,test,11,2,4,3,4,2,1,5,2,3,5,test,3,4,2,2,2,3,2,2
3434,146,5,good quality for price,this is the first pair of heels ive ever worn and after practicing for a few days i wore them for 7 hours straight at a dance and walked great my feet only started hurting around 4 or 5 hours in and i was on my feet quite a bit i did find that i had to size down a little and get the wide size to ensure that my toes werent squished but i dont wear wide in any other shoe could just be my comfort level though held up when my sister wore them for prom a few weeks later too super cute,test,114,5,5,5,5,4,4,5,5,4,5,test,5,5,4,4,2,4,5,2
3449,147,3,beware larger busts,i should have known that a button up style would have issues with gaping but since i have a smaller chest i didnt think itd be an issue i ordered my usual size xxl it did fit looser around my waist so i was able to cinch it in with the functional drawstring even with this extra material there was still significant gaping around the area near my breasts i am only a c cup wasnt wearing a more supportive bra like i would if wearing the dress out so i know theres no way it would work with out pinning or layering an additional undergarment i also have broader shoulders so i did not like the poofy sleeve styling on the shoulders,test,140,3,1,3,1,3,2,5,3,3,5,test,3,1,3,3,2,3,2,2
3465,148,1,very slippery,do not buy these shoes if you work in a restaurant very slippery and no support,test,18,1,2,1,2,1,1,5,1,1,5,test,1,2,1,1,2,1,1,2
3487,148,5,comfortable,pretty impressed with this shoe more comfort than most flats,test,12,4,4,4,4,5,5,1,5,4,5,test,4,4,4,4,2,5,5,2
3530,150,4,would recommend these shoes,i like the product and they fit very well,test,13,4,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
3538,151,1,an a cup or c cup,there is absolutely no way i got this for my teen she is a bit chunky and a 38a cup is tight so i decided to try an look for a 40a cup and what they sent me was look likes a 40c cup it fit mine in the cup this definitely isnt an a cup so dont get your hopes up wish i can find something for my girl other then sports bras because the nipple support is a pain every time you was them gott spend more then 5 mins to get the pads back right ugh this sucks,test,117,1,1,2,1,1,2,5,1,1,5,test,2,1,2,2,2,1,1,2
3544,151,2,not durable,i hand wash all undergarments underwire already broke not worth the money,test,17,2,1,1,1,1,2,5,1,1,5,test,1,1,1,1,2,1,1,2
3587,153,1,trash do not buy,i made a mistake buying these pants i have been revamping my wardrobe for neutrals blacks and whites mostly i bought these pants to give me a comfortable option for running with my kids i would have returned them if i could because our of the package they were stained yellow on the back side in multiple places this package for buried in my dresser so i missed my return window i decided to wash them and see if it helped it did not one yellow stain stayed and on top of the they ripped you can also see in the first picture where the fabric has already snagged this was before i e ev tried them on the saggy butt is the kiss of death rip trash pants save your money and get something worth it,test,145,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
3592,153,2,the size chart is off,if i buy stretch pants of any sort i want them snug i followed the size chart i have a 35 waist and 42 hips and the large fit me hecka sloppy i would need at least a medium maybe a small to have them snug and i am solidly a 1214 on my bottom in misses or a 15 in juniors if you want a baggy crotch and your pants to slip down then follow the size chart if you want these snug i am not even sure how low you should go but at least 1 size down or maybe more returned,test,120,3,3,2,3,2,2,5,2,3,5,test,3,3,3,3,2,3,3,2
